Designator,Mid X,Mid Y,Rotation,Layer
C1,125.349,-41.148,270.0,top
F1,122.174,-41.14,90.0,top
J1,118.98,-35.3376,180.0,top
J2,107.95,-39.37,270.0,top
R2_2,129.54,-41.783,0.0,top
R2,129.583,-41.783,180.0,bottom
U1,118.0592,-40.2844,90.0,top
